latitude,longitude,brightness,acquisition_date,satellite
15.504619466400491,68.44824187933716,361.28,2024-01-28,Suomi-NPP
27.213146246265477,94.92123831504404,374.72,2024-03-18,Suomi-NPP
17.03962120659292,80.41734030120212,378.6,2024-08-03,NOAA-20
23.081972614156513,96.03298975226642,355.34,2024-12-30,Aqua
23.85459810095511,95.94497933558833,317.63,2024-06-02,NOAA-20
13.360779210240285,92.73727420855344,288.35,2024-01-14,NOAA-20
36.1179542051722,76.53901787001799,357.71,2024-07-05,Suomi-NPP
30.478851877472323,79.16783412945583,335.84,2024-11-07,Suomi-NPP
35.24546930536148,92.68296347398885,322.42,2024-01-07,Terra
33.94999316240182,77.19073814953205,370.64,2024-01-03,Terra
25.339099385521468,72.91528965389668,291.12,2024-04-20,NOAA-20
34.73435281567039,84.14723661129216,329.26,2024-08-25,Aqua
10.566282559505666,95.14848845066265,281.14,2024-12-28,Suomi-NPP
13.68350301015521,88.18486410357421,326.87,2024-08-26,Suomi-NPP
9.311591378405604,84.53177393259159,285.63,2024-09-30,NOAA-20
17.434579592134668,70.8181183193523,291.88,2024-10-20,Terra
19.27164140099498,85.83520957427592,291.75,2024-08-14,Aqua
15.869121921442982,96.71156165302364,344.92,2024-01-15,Terra
32.03338776540595,72.06243644185919,354.6,2024-07-10,Terra
18.34584647411409,83.03155991854837,338.34,2024-04-28,Terra
16.147100780934043,93.4438190859107,376.22,2024-01-28,Terra
23.738186411589204,89.48228991487193,317.49,2024-07-20,Suomi-NPP
12.086802524268116,88.21345648886278,308.57,2024-02-08,Suomi-NPP
31.26371244186715,88.37203843562617,366.86,2024-09-29,Terra
10.161968666713353,78.4252433853729,302.36,2024-08-18,Aqua
36.619721161415,76.5141634836703,376.32,2024-03-26,NOAA-20
30.395098309603064,91.4714735088769,281.22,2024-05-05,Aqua
13.762754764491,91.49328844569624,376.99,2024-10-26,Aqua
8.16014139658447,93.14509723882301,284.32,2024-01-25,Aqua
31.64838142519019,94.48397602413766,369.11,2024-05-24,Terra
28.498862971580895,82.82892956696719,332.77,2024-01-13,Suomi-NPP
29.14120787318863,82.5439725459288,379.3,2024-07-30,Aqua
30.366840053892428,91.15056019003649,287.38,2024-01-25,Terra
10.147294900288621,86.84895399255518,335.39,2024-03-08,Aqua
18.395506127783904,88.3570394404734,376.93,2024-03-07,Aqua
11.360202726228762,91.07798741364692,332.31,2024-08-20,Terra
33.02999935039222,93.81015491270942,342.94,2024-04-18,Suomi-NPP
26.07564567799918,77.80185954869454,349.57,2024-05-25,Suomi-NPP
17.596042720726828,78.89190562655838,325.45,2024-04-20,NOAA-20
9.843192158294686,70.7254762553852,342.76,2024-08-15,Terra
17.018487329754205,84.77012408888905,338.43,2024-04-20,NOAA-20
17.430316338775665,69.04232594010551,370.12,2024-02-03,NOAA-20
29.158579171803858,81.50234252584134,284.54,2024-04-20,NOAA-20
26.48916666930118,83.73669440651972,308.1,2024-09-20,Suomi-NPP
33.72916953471347,76.30969631172024,375.04,2024-08-23,Terra
21.69423282969653,85.1341645565013,369.03,2024-03-23,NOAA-20
11.468233132210749,68.88450724823244,325.57,2024-02-11,Terra
28.684098829466855,69.08309747372722,342.01,2024-04-10,Terra
30.062766409890024,91.8554162591301,307.74,2024-01-06,Suomi-NPP
24.27703872951539,78.44552860092662,298.81,2024-06-28,NOAA-20
30.358048218682267,71.68475486690465,326.37,2024-10-08,NOAA-20
22.320072294567332,83.14505454158933,315.34,2024-11-15,Terra
23.159252052077825,90.32981303985972,338.37,2024-08-13,Aqua
20.39868953239794,74.25880979740845,287.77,2024-11-10,Suomi-NPP
8.737154675578761,86.063823798751,377.44,2024-12-30,Suomi-NPP
11.128851382805829,70.47507648481927,378.62,2024-08-16,Suomi-NPP
8.911446384915294,69.49876991388962,349.82,2024-10-15,Suomi-NPP
26.45590192664963,83.4092843154763,333.61,2024-05-29,NOAA-20
17.116323451213475,83.6784185266931,310.95,2024-10-03,NOAA-20
22.74855004377638,86.48546714344799,361.38,2024-07-16,Aqua
34.31942774385669,89.05664867795718,348.47,2024-03-10,Suomi-NPP
15.229474645317374,96.29971030441351,296.26,2024-04-21,Suomi-NPP
19.901104768033264,82.97271010073466,371.09,2024-01-04,Terra
29.91098301774841,77.36573771529613,362.25,2024-12-15,NOAA-20
14.63514679925705,91.0603996482924,374.98,2024-11-26,Suomi-NPP
10.232417385034996,75.85413528660015,352.57,2024-11-13,Aqua
16.402792134499272,80.73017120046345,341.34,2024-12-15,Aqua
12.675417330366129,70.27523505892572,321.82,2024-04-04,NOAA-20
34.96123191793462,68.73517155904827,373.27,2024-05-31,Aqua
31.435491007368093,95.91680402565983,366.61,2024-11-06,Aqua
26.368708938802282,92.24342349485397,284.52,2024-05-16,NOAA-20
33.27235711544381,88.18325197671724,282.64,2024-09-03,Suomi-NPP
31.30649023007432,79.85963538801383,317.65,2024-08-30,Suomi-NPP
13.41053170769504,73.02553528205453,361.06,2024-01-31,Aqua
33.88421095620936,72.5366742374615,378.73,2024-02-09,Aqua
23.64092501555387,75.25704404677326,295.04,2024-08-16,Suomi-NPP
31.415764499757813,83.92757327647749,339.41,2024-02-05,NOAA-20
33.98664769778131,88.72328175830181,318.09,2024-08-10,Aqua
17.222100774184053,87.1457239248142,376.99,2024-01-06,Terra
11.191505811302626,76.11808301143235,364.21,2024-11-17,NOAA-20
14.610119713716308,95.69109313923263,363.83,2024-08-07,Aqua
20.386125870161433,89.39901058417729,326.87,2024-03-15,Aqua
31.7224282117523,84.07626752283062,321.48,2024-01-04,Terra
32.96118691443396,85.73990164079622,307.34,2024-11-30,Terra
8.20161178540453,80.16840181040591,285.64,2024-05-13,Suomi-NPP
22.811671774749406,75.18419869553357,366.47,2024-04-27,NOAA-20
20.104919091314592,78.32320768088658,361.29,2024-04-03,NOAA-20
14.441126503651176,89.97753720346671,379.97,2024-03-02,Suomi-NPP
11.4760956526768,68.41741117026292,379.66,2024-07-12,NOAA-20
17.79083997070521,71.36610657470057,335.54,2024-11-30,NOAA-20
35.344381413463054,69.33407661863083,356.9,2024-07-21,NOAA-20
17.3728850286019,69.18113526725013,374.48,2024-01-26,NOAA-20
23.044928030557617,92.80835693631921,364.96,2024-06-21,NOAA-20
28.38754980796016,88.40607792202069,304.73,2024-10-26,Terra
18.545258468999528,81.75104104353242,325.05,2024-05-12,NOAA-20
36.18168039890786,70.83719065887904,292.92,2024-11-21,Terra
35.910971553321225,82.25686037838814,375.41,2024-04-27,NOAA-20
15.301686578935561,81.73068135263641,340.62,2024-11-19,Suomi-NPP
22.42020667087918,73.02285422739044,302.86,2024-10-01,Aqua
16.725470984686318,80.58169782790122,347.17,2024-07-30,Terra
16.260374336946562,79.55663729752384,341.81,2024-08-12,NOAA-20
9.06972147328145,85.85965284351428,315.82,2024-01-20,Suomi-NPP
25.67736568541701,86.41771587516166,291.36,2024-04-22,Aqua
22.577691673636984,69.31381628338929,347.16,2024-05-19,Terra
9.492883786249692,78.86376582416767,332.03,2024-02-16,Aqua
16.08074746286173,86.14993755571285,357.23,2024-01-01,Suomi-NPP
34.339710693032956,82.59095149882255,332.02,2024-03-30,Terra
14.947294829342201,92.83820539446134,365.22,2024-05-21,Aqua
12.20195129064547,87.10211531694941,335.19,2024-11-15,NOAA-20
22.194130048049328,72.72509838536146,336.09,2024-02-07,Terra
36.58386316920742,70.04649367461246,367.67,2024-10-19,Aqua
15.019602873833513,86.63015906798316,320.35,2024-05-18,Suomi-NPP
27.49193087477048,68.76882800570704,293.4,2024-12-21,Suomi-NPP
30.08696884453281,84.98749185693043,282.88,2024-11-28,Terra
14.89148877577959,95.26667700132377,355.51,2024-09-15,Aqua
29.11827410974393,84.68875115840049,342.03,2024-06-09,Terra
18.665710848858346,79.25692785998913,350.41,2024-06-26,Terra
26.336869087213806,86.65535833482824,301.3,2024-01-10,Aqua
26.372361612065948,81.28933382425399,293.64,2024-09-17,Aqua
23.537465838167996,83.82288689016211,281.45,2024-05-17,NOAA-20
10.618403331577841,95.30247945451923,315.06,2024-06-20,Aqua
32.2237723720879,79.19697649622245,338.99,2024-01-13,Suomi-NPP
17.30262188418034,95.87452635089352,319.22,2024-06-16,Terra
13.409036801595771,94.25516861672585,323.75,2024-05-09,Terra
9.182479105088154,73.67794290888959,370.42,2024-03-24,Suomi-NPP
25.135895352459013,70.01147772537979,314.83,2024-11-16,Aqua
27.64936649342619,70.92256203994538,331.4,2024-11-14,Suomi-NPP
8.481047038907828,68.52843294389494,358.37,2024-04-10,Suomi-NPP
22.85069869067915,70.73884586192193,319.65,2024-11-24,NOAA-20
14.5683774807402,87.80719642907435,342.21,2024-09-29,Suomi-NPP
26.710010921874044,70.06447080534664,366.24,2024-09-21,Terra
13.05662644114475,77.25029327851908,374.95,2024-02-07,Suomi-NPP
28.037194404971512,92.50138401811418,294.71,2024-04-03,Terra
19.215325042715584,68.67488613633896,372.66,2024-04-04,Terra
35.1651696733653,91.61958599507913,329.21,2024-10-31,Terra
11.988107380233805,76.1737884684286,305.82,2024-03-09,Aqua
17.890924180457496,71.42678000102804,325.91,2024-11-13,NOAA-20
11.290732115977082,88.20537779556037,378.0,2024-08-23,Terra
34.81611493007832,86.23934255661663,329.26,2024-11-29,Terra
33.44284124804845,93.44668839228453,312.88,2024-05-16,Aqua
15.480307203739512,89.31706027031268,343.34,2024-03-16,Terra
27.139537334991193,91.3009469811606,304.01,2024-02-04,Suomi-NPP
31.69944380583526,76.17900260456788,287.59,2024-01-01,Suomi-NPP
24.100823536384407,73.14574676961196,292.89,2024-10-22,NOAA-20
23.35986677232419,89.76782779758489,292.8,2024-11-15,Terra
15.0137164361131,91.39820743875066,295.19,2024-02-29,Aqua
10.699980266371078,96.72464911801953,293.88,2024-11-15,Suomi-NPP
34.019256980646475,79.96591263043138,344.09,2024-12-14,Aqua
34.11212365773658,78.78852448799071,298.19,2024-11-23,Aqua
26.35994226092477,90.51597586151792,314.57,2024-09-23,Suomi-NPP
17.83186394041232,77.88330266733752,369.68,2024-12-26,Aqua
18.127077663767167,94.99196244250338,327.4,2024-08-16,Suomi-NPP
29.052714687236943,92.89396980344733,346.76,2024-09-26,Aqua
34.01619753862474,80.44082679387553,297.23,2024-11-11,Suomi-NPP
33.725506303688405,89.77526096595342,299.23,2024-10-12,Terra
30.616390829871094,89.88174334845579,284.09,2024-10-17,NOAA-20
